run_id,timestamp,git_sha,manifest_ref,device,engine_gdn,engine_full_attention,model_checkpoint,quantization,context_length,phase,metric_name,metric_component,value,unit,repeat_index,repeat_count,layer_class,notes
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,prefill,prefill_tokens_per_sec,,19607.711339761965,tokens_per_sec,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,prefill,ttft_seconds,,0.2094072720501572,seconds,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,decode,decode_tokens_per_sec,,499.8843566362465,tokens_per_sec,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,prefill,peak_memory_bytes,weights,8411693056.0,bytes,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,prefill,peak_memory_bytes,kv_cache,134217728.0,bytes,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,prefill,peak_memory_bytes,recurrent_state,50331648.0,bytes,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,decode,peak_memory_bytes,weights,8411693056.0,bytes,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,decode,peak_memory_bytes,kv_cache,134840320.0,bytes,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,decode,peak_memory_bytes,recurrent_state,50331648.0,bytes,0,5,all,ablation:cpu-npu
generic_aarch64_20260812T111407Z_2cb6e73c,2026-08-12T11:14:08Z,2cb6e73c,results/manifests/generic_aarch64_20260806T145501Z_23550d6.json,generic_aarch64,cpu,npu,Qwen/Qwen3.5-4B@ablation-cpu-npu,fp16,4096,prefill,prefill_tokens_per_sec,,19607.738657492595,tokens_per_sec,1,5,all,ablation:cpu-npu
